Fecha y hora,Azimut,Altitud,Observer_X,Observer_Y,Distancia_Target_m,FOV_H_grados,FOV_V_grados,Cobertura_Horizontal_m,Cobertura_Vertical_m
2026-08-12 20:49:00,"+285°21'24.1""","+4°29'36.7""",344186.3958885688,4193736.180831357,783.4,4.4668,6.7245,61.11,92.05
2026-08-12 20:50:00,"+285°29'48.9""","+4°18'46.4""",344217.6320253628,4193725.5305149914,816.35,4.4668,6.7245,63.67,95.92
2026-08-12 20:51:00,"+285°38'14.2""","+4°07'57.7""",344251.49942689505,4193713.9740938772,852.07,4.4668,6.7245,66.46,100.12
2026-08-12 20:52:00,"+285°46'39.9""","+3°57'10.7""",344288.3406215703,4193701.393724173,890.94,4.4668,6.7245,69.49,104.69
2026-08-12 20:53:00,"+285°55'06.2""","+3°46'25.6""",344328.55320510705,4193687.6507916725,933.38,4.4668,6.7245,72.8,109.67
2026-08-12 20:54:00,"+286°03'32.9""","+3°35'42.4""",344372.62391022185,4193672.578473642,979.9,4.4668,6.7245,76.43,115.14
2026-08-12 20:55:00,"+286°12'00.1""","+3°25'01.4""",344421.11323157244,4193655.981826027,1031.09,4.4668,6.7245,80.42,121.15
2026-08-12 20:56:00,"+286°20'27.8""","+3°14'22.5""",344474.7313343993,4193637.616324149,1087.71,4.4668,6.7245,84.84,127.8
2026-08-12 20:57:00,"+286°28'56.1""","+3°03'46.0""",344534.30899832235,4193617.1933868737,1150.63,4.4668,6.7245,89.75,135.2
2026-08-12 20:58:00,"+286°37'24.9""","+2°53'12.1""",344600.8777029653,4193594.3564718314,1220.94,4.4668,6.7245,95.23,143.46
2026-08-12 20:59:00,"+286°45'54.2""","+2°42'40.9""",344675.7336440655,4193568.657418011,1300.03,4.4668,6.7245,101.4,152.75
2026-08-12 21:00:00,"+286°54'24.1""","+2°32'12.7""",344760.4849626962,4193539.5382640176,1389.58,4.4668,6.7245,108.39,163.27
2026-08-12 21:01:00,"+287°02'54.5""","+2°21'47.7""",344857.20081389585,4193506.2832337487,1491.79,4.4668,6.7245,116.36,175.28
2026-08-12 21:02:00,"+287°11'25.5""","+2°11'26.1""",344968.56910067523,4193467.960831924,1609.5,4.4668,6.7245,125.54,189.12
2026-08-12 21:03:00,"+287°19'57.1""","+2°01'08.1""",345098.1472964232,4193423.3390487623,1746.49,4.4668,6.7245,136.23,205.21
2026-08-12 21:04:00,"+287°28'29.3""","+1°50'54.2""",345250.66246697446,4193370.778186339,1907.74,4.4668,6.7245,148.8,224.16
2026-08-12 21:05:00,"+287°37'02.1""","+1°40'44.7""",345432.693863487,4193307.997834354,2100.23,4.4668,6.7245,163.82,246.78
2026-08-12 21:06:00,"+287°45'35.5""","+1°30'39.7""",345653.68091561407,4193231.7282554735,2333.94,4.4668,6.7245,182.05,274.24
2026-08-12 21:07:00,"+287°54'09.6""","+1°20'39.8""",345927.3082106441,4193137.221804584,2623.37,4.4668,6.7245,204.62,308.24
2026-08-12 21:08:00,"+288°02'44.2""","+1°10'45.3""",346274.7070224134,4193017.155761205,2990.86,4.4668,6.7245,233.29,351.42
2026-08-12 21:09:00,"+288°11'19.5""","+1°00'56.5""",346730.0526405419,4192859.6799254543,3472.6,4.4668,6.7245,270.86,408.03
2026-08-12 21:10:00,"+288°19'55.5""","+0°51'13.7""",347352.4704721832,4192644.296551696,4131.16,4.4668,6.7245,322.23,485.41
2026-08-12 21:11:00,"+288°28'32.1""","+0°41'37.3""",348253.6911070253,4192332.270391428,5084.8,4.4668,6.7245,396.61,597.46
2026-08-12 21:12:00,"+288°37'09.3""","+0°32'07.4""",349674.5592631843,4191840.1098443363,6588.42,4.4668,6.7245,513.9,774.14
2026-08-12 21:13:00,"+288°45'47.3""","+0°22'44.0""",352246.1105214507,4190949.053741723,9309.91,4.4668,6.7245,726.17,1093.91
2026-08-12 21:14:00,"+288°54'25.9""","+0°13'26.8""",358321.4764108645,4188843.396418378,15739.75,4.4668,6.7245,1227.7,1849.41
2026-08-12 21:15:00,"+289°03'05.3""","+0°04'15.2""",390465.91736183956,4177700.9354321496,49760.55,4.4668,6.7245,3881.32,5846.84
